id,condition,relationship_subtype,relationship_tag,backstory_used_in_mturk,positive_backstory,negative_backstory,seed_turn_index,seed_selection_method,seed_speaker_guess,seed_utterance,orig_vc_count,orig_vc_labels
164,positive,couple,positive|couple,"Imelda grew up in a household where her parents both held high-prestige jobs in their respective fields, and therefore, had exacting standards and high expectations for their only child. As she navigated her way through school, she cultivated both a strong analytical mind and a knack for problem-solving. She consistently sought to achieve the best results and was always encouraged, even expected, to share her insights and expertise in family discussions. When Imelda went to university to study astrophysics, she found that many of her peers relied heavily on her analytical skills for various group projects. Over time, she enjoyed the role of an advisor, being meticulous, and offering her critique to improve the overall quality of work. In her romantic relationship with Gwen, Imelda carries the same habit. She uses her analytical skills to give Gwen honest feedback, believing it would help pursue Gwen's passion more effectively.","Imelda grew up in a household where her parents both held high-prestige jobs in their respective fields, and therefore, had exacting standards and high expectations for their only child. As she navigated her way through school, she cultivated both a strong analytical mind and a knack for problem-solving. She consistently sought to achieve the best results and was always encouraged, even expected, to share her insights and expertise in family discussions. When Imelda went to university to study astrophysics, she found that many of her peers relied heavily on her analytical skills for various group projects. Over time, she enjoyed the role of an advisor, being meticulous, and offering her critique to improve the overall quality of work. In her romantic relationship with Gwen, Imelda carries the same habit. She uses her analytical skills to give Gwen honest feedback, believing it would help pursue Gwen's passion more effectively.","Imelda had a previous romantic relationship with a successful neurosurgeon, Evan. During their relationship, Evan was consistently prioritising his work over Imelda, which often left her feeling undervalued and overlooked. Realizing this pattern was hurting her self-worth, Imelda did the difficult but necessary work of ending their relationship and moving on. Now in a relationship with Gwen, Imelda has carried over her personal baggage from her previous relationship. Unconsciously, she has become overly analytical and somewhat critical when it comes to Gwen's work, in an attempt to not feel neglected and instead feel active and involved in her partner's life. This past relationship trauma and overcompensation dominates her current manner of interacting in her relationship with Gwen, thereby leading to a pattern of potentially conflict inducing and inappropriate communication.",11,turn_problematic_avg,(Imelda),"Perfection is an impossible goal, Gwen. Just remember that what you're doing is inherently valuable.",1,Deserve Thinking
21,positive,couple,positive|couple,"Oliver wasn't always this dismissive. A few years ago, he found a deep love for cooking. He'd spend hours mastering recipes, trying to perfect the dishes that brought a smile to Liam's face. Oliver had become more than familiar with the local market and the fishmongers that occupied the sailor avenue. One day, he happened to overhear a conversation about some locals disputing the legitimacy of food allergies, arguing it was a way for high society to cherry-pick their meals. At first, he dismissed these misguided assumptions. It wasn't until Oliver saw Liam indulging in a food he had previously claimed to be allergic to, that he began to entertain these notions. Confused and feeling misled, he broached the subject with Liam but received a curt, defensive response. Ever since, Oliver questioned the sincerity of Liam's allergies, creating tension over something that should've drawn them closer - their shared meal times.","Oliver wasn't always this dismissive. A few years ago, he found a deep love for cooking. He'd spend hours mastering recipes, trying to perfect the dishes that brought a smile to Liam's face. Oliver had become more than familiar with the local market and the fishmongers that occupied the sailor avenue. One day, he happened to overhear a conversation about some locals disputing the legitimacy of food allergies, arguing it was a way for high society to cherry-pick their meals. At first, he dismissed these misguided assumptions. It wasn't until Oliver saw Liam indulging in a food he had previously claimed to be allergic to, that he began to entertain these notions. Confused and feeling misled, he broached the subject with Liam but received a curt, defensive response. Ever since, Oliver questioned the sincerity of Liam's allergies, creating tension over something that should've drawn them closer - their shared meal times.","Even though they have been in a relationship for nearly a decade, Oliver has always had difficulty connecting emotionally with Liam due to his highly pragmatic, systematic approach to life. Because of this emotional disconnect, Oliver frequently dismisses Liam's concerns as unimportant or overdramatic. Despite being a conscientious person at work, in a more personal sphere, Oliver often disregards details and nuances, preferring to view situations through his 'black and white' lens. This behaviour, although unintentional, often leads to misunderstandings and arguments, wherein the contamination of food due to a partner's allergy is then downplayed or ignored, causing severe harm to their relationship. Oliver's dismissive attitude and neglect of Liam's needs expressed over time has formed a significant strain and hassles for them, escalating even to them considering ending things.",7,fallback,Liam,"Picky? I'm allergic, Ollie. There's a difference.",1,Denial of Responsibility
154,positive,couple,positive|couple,"Born into a family of stern, rigorous chefs, Hendrick was always under constant pressure to succeed, particularly since he was expected to inherit the family restaurant. As he pursued his culinary education, he became painfully aware of the substantial gap between his skills and the lofty expectations. Ultimately, he decided to cut corners. When he relocated to a new city, he managed to secure a position in a prestigious restaurant by faking his credentials. Over time, he developed a serious insecurities about his skills and dreaded others discovering his secret. This greatly contributed to his down-to-earth, simplistic approach to life and cooking, and explains why he is always on the look for 'found' or 'old' recipes to try, rather than creating new ones. Meanwhile, he started dating Ethan, a young software developer who, although bemused by Hendrick's odd culinary concoctions, became his biggest supporter. Ethan helped Hendrick set up his popular monthly wine tasting nights and constantly motivated him to gain confidence in his skills. Over time, Hendrick began to appreciate the comfortable companionship and silent understanding they shared, including their agreements about distribution of household chores.","Born into a family of stern, rigorous chefs, Hendrick was always under constant pressure to succeed, particularly since he was expected to inherit the family restaurant. As he pursued his culinary education, he became painfully aware of the substantial gap between his skills and the lofty expectations. Ultimately, he decided to cut corners. When he relocated to a new city, he managed to secure a position in a prestigious restaurant by faking his credentials. Over time, he developed a serious insecurities about his skills and dreaded others discovering his secret. This greatly contributed to his down-to-earth, simplistic approach to life and cooking, and explains why he is always on the look for 'found' or 'old' recipes to try, rather than creating new ones. Meanwhile, he started dating Ethan, a young software developer who, although bemused by Hendrick's odd culinary concoctions, became his biggest supporter. Ethan helped Hendrick set up his popular monthly wine tasting nights and constantly motivated him to gain confidence in his skills. Over time, Hendrick began to appreciate the comfortable companionship and silent understanding they shared, including their agreements about distribution of household chores.","Years ago, Hendrick befriended Ethan under the false pretense of sharing similar intellectual interests. Always an opportunist, Hendrick saw potential in Ethan, a gifted yet introverted software developer comfortable in his solitary pursuits. Hendrick gradually started to fill Ethan's world, not with shared interests but selfish ulterior motives. When Ethan lost his parents in a tragic accident, Hendrick moved to the role of a partner, turning Ethan's vulnerability to his advantage. Hendrick's true nature of a hedonist and conformist started to appear as he would often disregard Ethan's interests to establish dominance in the relationship, using his culinary skills to distract Ethan from his manipulations.",5,turn_problematic_avg,Ethan,"Ah, that sounds like you found distraction rather than the corkscrew.",1,Moralistic Judgment
48,positive,couple,positive|couple,"Isabelle, known for her imaginative and vibrant character, has grown up accustomed to dynamic and engaging environments. Her days typically revolve around juggling her studies with her part-time job at a coffee shop, constantly interacting with different people and embracing spontaneity. However, her caution tends to cloud her judgment, sometimes leading to hasty decisions which, for her, seem like the best way forward in that moment. Secretly studying magic, her fascination with the whimsical and unpredictable nature of such a craft has been a big influence on this aspect of her personality. Her relationship with Jasmine began out of mutual admiration for each other's values and lifestyles. However, Jasmine's deep-rooted traditional values are not always in line with Isabelle's more adventurous spirit. Despite their differences, the two women care for each other deeply, making their conflicting personalities a source of both tension and growth within their relationship.","Isabelle, known for her imaginative and vibrant character, has grown up accustomed to dynamic and engaging environments. Her days typically revolve around juggling her studies with her part-time job at a coffee shop, constantly interacting with different people and embracing spontaneity. However, her caution tends to cloud her judgment, sometimes leading to hasty decisions which, for her, seem like the best way forward in that moment. Secretly studying magic, her fascination with the whimsical and unpredictable nature of such a craft has been a big influence on this aspect of her personality. Her relationship with Jasmine began out of mutual admiration for each other's values and lifestyles. However, Jasmine's deep-rooted traditional values are not always in line with Isabelle's more adventurous spirit. Despite their differences, the two women care for each other deeply, making their conflicting personalities a source of both tension and growth within their relationship.","Isabelle always had a knack for magic. She spent her childhood days shut in her room practicing magic rituals while the other kids played. Isabelle's obsession with magic affected her ability to build strong relationships, as she often replaced human interaction with mystical experiments. When she met Jasmine, Isabelle found someone who accepted her for who she was. However, her obsession with magic remained a secret and began to infiltrate their relationship. Isabelle would practice magic without Jasmine's knowledge. Her magic rituals required a lot of energy, causing her to often consume shared resources selfishly, which frustrated Jasmine. Despite Jasmine's attempts to address the situation, Isabelle never truly understood the impact of her behavior on Jasmine. This created an underlying tension in their relationship, which was further fueled by Isabelle's actions.",2,turn_problematic_avg,Isabelle,"Oh, the water... I drank it all. It was so hot, I just couldn't help myself.",2,Denial of Responsibility|Moralistic Judgment
140,positive,couple,positive|couple,"After a boring, uneventful marriage that lasted for 15 years, Oliver found himself divorced and single without an emotional companion. His previous partner never inspired a desire for deep emotional connection or physical intimacy. However, meeting Gwen changed his perspective. She was everything his ex-wife was not; she was empathetic, considerate, and compassionate, and Oliver, for the first time, felt the urge to experience romantic passion and strong emotional companionship. On the other hand, since the divorce, Oliver developed an analytic and calculated approach to relationship matters, trying to avoid impulsive decisions that could hurt him again. He began to value social standards and tried to conform to them, allowing him to manage his emotions better and approach sensitive topics with tact and understanding.","After a boring, uneventful marriage that lasted for 15 years, Oliver found himself divorced and single without an emotional companion. His previous partner never inspired a desire for deep emotional connection or physical intimacy. However, meeting Gwen changed his perspective. She was everything his ex-wife was not; she was empathetic, considerate, and compassionate, and Oliver, for the first time, felt the urge to experience romantic passion and strong emotional companionship. On the other hand, since the divorce, Oliver developed an analytic and calculated approach to relationship matters, trying to avoid impulsive decisions that could hurt him again. He began to value social standards and tried to conform to them, allowing him to manage his emotions better and approach sensitive topics with tact and understanding.","Prior to his relationship with Gwen, Oliver was in a long-term relationship with a woman who shared his passion for conforming to societal standards. They showcased a perfect picture of a couple, always together, always engaging in public displays of affection. However, the relationship prematurely ended when she suddenly moved away for personal reasons. Ever since then, Oliver has struggled to cultivate deeper connections with people. Instead, he tends to communicate in a way that might be perceived as too forward or overly demanding, an almost desperate attempt to recreate the familiar dynamics of his previous relationship. This masking behavior often translates into him pushing his partners too soon than they are comfortable with for greater physical intimacy.",6,fallback,(Oliver),"Lately, well...I feel like maybe we could be closer. You know, physically.",1,Demand
24,positive,couple,positive|couple,"Jaxon's world as an investigative journalist is filled with uncertainties and dangers. His profession has taught him to put the welfare of others before his own, even though these actions often go unnoticed. Once, in a highly risky pursuit of a corrupt politician, Jaxon fabricated evidence to facilitate justice. This reckless yet selfless act bore a significant burden on him, eventually making him dissolve the line between his personal and professional life. Now, every act of kindness turns into another undercover operation, where his efforts are minimized and dismissed. In his relationship with Calista, he craves the appreciation he deserved in his profession but never actually received. His actions, interpreted as him 'holding things over her head,' are just his submerged cries for recognition and appreciation, an aftermath of the unacknowledged sacrifices he made for his profession.","Jaxon's world as an investigative journalist is filled with uncertainties and dangers. His profession has taught him to put the welfare of others before his own, even though these actions often go unnoticed. Once, in a highly risky pursuit of a corrupt politician, Jaxon fabricated evidence to facilitate justice. This reckless yet selfless act bore a significant burden on him, eventually making him dissolve the line between his personal and professional life. Now, every act of kindness turns into another undercover operation, where his efforts are minimized and dismissed. In his relationship with Calista, he craves the appreciation he deserved in his profession but never actually received. His actions, interpreted as him 'holding things over her head,' are just his submerged cries for recognition and appreciation, an aftermath of the unacknowledged sacrifices he made for his profession.","Jaxon is the son of a famous news anchor who was constantly considered inferior to his siblings due to his comparatively lower levels of conscientiousness and agreeableness, despite the fact that he was often more successful in his pursuits. This triggered an inflated sense of insecurity and a constant need to prove his worth. His fierce competitiveness and unwavering determination were perceived by his peers as toxic and aggressive. He had no qualms about fabricating evidence and adopting manipulative tactics to expose corrupt politicians and maintain his supremacy as an investigative journalist. However, this unbalanced power dynamic has leaked into his romantic relationship with Calista. His perceived helpfulness is often underscored by a need for control and acknowledgment, recognizing his efforts as inherently superior and disregard for Calista's individual capabilities. His moral foundation of loyalty tends to morph into control, and his preference for power and security prevails over genuine support towards his partner.",2,turn_problematic_avg,Jaxon,"So, it's a problem now? All I did was help you, and you twist it into an argument.",2,Comparison|Denial of Responsibility
22,positive,couple,positive|couple,"While championing environmental causes, Benjamin discovered a potentially damaging secret about his family's oil business. Struggling to reconcile with this information while rejecting his family's fortune, he was forced to carry this burden alone, in fear of it leaking to the public. For weeks, he wrestled with guilt and conflict, heavily weighing on his mind and inadvertently making him distant. He never meant to direct his frustration towards Gwen, but the pressure was beginning to prove too much. The people who understood him the most were his environmentalist friends who shared his passion for the cause. They encouraged him to keep the secret, in order not to jeopardize the ongoing environmental projects that he was passionately driving. This constant juggling act between his relationship, his secret, and his activist work was creating distress, leading him to snap during his conversation with Gwen.","While championing environmental causes, Benjamin discovered a potentially damaging secret about his family's oil business. Struggling to reconcile with this information while rejecting his family's fortune, he was forced to carry this burden alone, in fear of it leaking to the public. For weeks, he wrestled with guilt and conflict, heavily weighing on his mind and inadvertently making him distant. He never meant to direct his frustration towards Gwen, but the pressure was beginning to prove too much. The people who understood him the most were his environmentalist friends who shared his passion for the cause. They encouraged him to keep the secret, in order not to jeopardize the ongoing environmental projects that he was passionately driving. This constant juggling act between his relationship, his secret, and his activist work was creating distress, leading him to snap during his conversation with Gwen.","Growing up, Benjamin was a rebellious, privacy-loving child who despised being invaded. Being the scion of a rich petroleum tycoon, his wealthy background often sky-rocketed unwanted attention from peers and strangers. In an attempt to break free from his family's expectations, he took a firm stance on pursuing his passion for environmental activism, rejecting his family fortune. The residual guilt of abandoning his family and their wealth, along with the perpetual fight against the well-established fossil fuel giants, often causes Benjamin distress. He finds it challenging to channel his restlessness and emotional torment in a healthy way, and tends to project it onto his girlfriend, Gwen. Even when Gwen attempts to provide help, he sees her endeavor as an infringement of his personal space, making him respond harshly, thereby creating tension in their relationship.",6,turn_problematic_avg,Gwen,"That's harsh, Benjamin. Usually, it's because there's something you're not telling me.",2,Denial of Responsibility|Moralistic Judgment
125,positive,couple,positive|couple,"Growing up, Benjamin spent a lot of time around his hypocritical oil tycoon father who cared little about Benjamin's interests and viewpoints. This cold relationship shaped Benjamin into an assertive and vocal individual who would stand up for his own beliefs and values. At college, he became fascinated with environmental science and acknowledged the damage his father’s business was causing to the environment. This transformative phase set the roots for his environmental activism and rejection of his family fortune. His stubborn insistence on questioning his surroundings has translated into an attentive and patient nature when dealing with others, noticeably with his girlfriend, Gwen.","Growing up, Benjamin spent a lot of time around his hypocritical oil tycoon father who cared little about Benjamin's interests and viewpoints. This cold relationship shaped Benjamin into an assertive and vocal individual who would stand up for his own beliefs and values. At college, he became fascinated with environmental science and acknowledged the damage his father’s business was causing to the environment. This transformative phase set the roots for his environmental activism and rejection of his family fortune. His stubborn insistence on questioning his surroundings has translated into an attentive and patient nature when dealing with others, noticeably with his girlfriend, Gwen.","Benjamin and Gwen have been living together for a couple of years. Gwen, inherently introvert and sensitive, often struggles to get her boyfriend Benjamin to understand her need for personal space. Benjamin, although an environmental activist with strong societal values, reveals an overbearing and controlling side when at home. He disregards Gwen's need for personal space and launches invasive initiatives like completely rearranging the house, often dislocating Gwen's belongings without asking her first. Benjamin’s attempts to help come across more as imposing his will onto Gwen. His playful comments on her habits are often laced with subtle disapproval, which adds to the tension. This incessant infringement upon her personal space and casual disregard for her feelings lead to an imbalance in their relationship. Gwen feels unheard and overwhelmed, her personal space constantly under siege.",0,turn_problematic_avg,(Benjamin),"Hey, I'm going to tidy up a bit. Do you mind if I move some of your stuff around?",2,Comparison|Demand
19,positive,couple,positive|couple,"In the years leading up to their relationship, Oliver had been living alone and unaccompanied. Loneliness was his constant companion, both on ambient night shifts and during the day's quiet lulls. To combat this isolation, Oliver discovered solace in nature, particularly in gardening. He spent countless hours pruning and tending to a variety of plants, their growth a testament to his patience and love. His solitary existence involved a rhythm between his job and his garden, a hidden sanctuary he built with his own hands, a place that he cherished but never shared with another soul. When he met Mia, her exuding warmth and quiet strength was a beacon, an invitation to let someone in. As he slowly unfolded his life in front of Mia, the greenhouse was his ultimate secret, a symbolic representation of his interior world and the vulnerabilities he rarely revealed. Their journey together had been a series of shared secrets and revelations, one of which was his greenhouse, seen as an act of trust towards her. His invitation to Mia to join him in the garden is not just an invitation to share his hobby; subtly, it's symbolic of further deepening their bond.","In the years leading up to their relationship, Oliver had been living alone and unaccompanied. Loneliness was his constant companion, both on ambient night shifts and during the day's quiet lulls. To combat this isolation, Oliver discovered solace in nature, particularly in gardening. He spent countless hours pruning and tending to a variety of plants, their growth a testament to his patience and love. His solitary existence involved a rhythm between his job and his garden, a hidden sanctuary he built with his own hands, a place that he cherished but never shared with another soul. When he met Mia, her exuding warmth and quiet strength was a beacon, an invitation to let someone in. As he slowly unfolded his life in front of Mia, the greenhouse was his ultimate secret, a symbolic representation of his interior world and the vulnerabilities he rarely revealed. Their journey together had been a series of shared secrets and revelations, one of which was his greenhouse, seen as an act of trust towards her. His invitation to Mia to join him in the garden is not just an invitation to share his hobby; subtly, it's symbolic of further deepening their bond.","Oliver and Mia have been dating for a few years, and a pattern has emerged. Oliver, a police officer, is used to being in control and having his decisions be the final say. His hierarchical tendencies from work have begun to seep into their relationship as well. He comes off well-intended but often engages in passive-aggressive behavior towards Mia, making subtle attempts to manage her life. Whether it's deciding when and where they go for a walk or implying how Mia should behave, he impeccably veils his controlling undertones. Mia, a nurse, is naturally nurturing and accommodating, feeding into Oliver's domineering tendencies. The secret greenhouse provides Oliver another microcosmic realm where he can be in full control. Their frequent walks to this greenhouse, while appearing romantic, are actually Oliver's method of subtly steering Mia's actions under the pretext of shared interests.",0,turn_problematic_avg,Oliver,"Hey, honey. Have you got a sec?",0,
6,positive,couple,positive|couple,"With a wealthy yet oppressive lineage, Benjamin found solace and purpose in his environmental activism, which nurtured in him an extreme sense of the colossal issues that needed attention. Coming from a family whose wealth had roots in environmental devastation, he grappled with guilt that fueled his dedication to activism. Nevertheless, the stark contrast between his aloof affluent family and the hard reality of environmental disasters made it challenging for him to navigate personal relationships, especially empathizing intimately with emotions. His constant wrestle with the larger questions of ecological mistreatment made the seemingly mundane human relationship issues an alien territory to tread on, causing discomfort and aloofness. Another layer of complexity was added by the fact that he didn't wish to be identified or sympathized with because of his controversial family background, leading him to maintain his distance in interpersonal relationships.","With a wealthy yet oppressive lineage, Benjamin found solace and purpose in his environmental activism, which nurtured in him an extreme sense of the colossal issues that needed attention. Coming from a family whose wealth had roots in environmental devastation, he grappled with guilt that fueled his dedication to activism. Nevertheless, the stark contrast between his aloof affluent family and the hard reality of environmental disasters made it challenging for him to navigate personal relationships, especially empathizing intimately with emotions. His constant wrestle with the larger questions of ecological mistreatment made the seemingly mundane human relationship issues an alien territory to tread on, causing discomfort and aloofness. Another layer of complexity was added by the fact that he didn't wish to be identified or sympathized with because of his controversial family background, leading him to maintain his distance in interpersonal relationships.","Benjamin is well reknowned for his activism, but the public is unaware of his secret lineage to a wealthy oil tycoon. This guilt propels his commitment to environmental work, yet privately, it manifests as a persistent guilt that he's not doing enough to combat his family's destructive legacy. This guilt subtly spills over into his relationship with Gwen, his girlfriend. He constantly feels that he needs to be doing more, pushing harder, and this drive leaves little room for emotional intimacy. His public persona of the fearless activist blurs with his private self, making him dismissive of his own emotions and consequently, Gwen's. He uses minimization to cast Gwen's feelings as unimportant, as he persistently holds onto the belief that there are bigger problems in the world than their relationship.",11,turn_problematic_avg,(Benjamin),"Maybe you should try to take care of yourself more, you know? You're always out helping everyone else.",1,Denial of Responsibility
150,positive,couple,positive|couple,"Sophia, despite her high-energy and spontaneous lifestyle, had a hardship-filled childhood. Born into a family of avid animal lovers, she grew up surrounded by all sorts of pets in her house. Her parents ran a makeshift animal shelter out of their garage and would often bring home injured or abandoned animals. They would nurse them back to health before finding them loving homes. Sophia’s parents taught her the importance of kindness and empathy towards animals and fellow human beings. This upbringing instilled in her a deep respect for nurturing life and shaped her non-confrontational nature. As she ventured into adulthood these values stayed with her, which helped her adjust to Isabella's similar passion for animals.","Sophia, despite her high-energy and spontaneous lifestyle, had a hardship-filled childhood. Born into a family of avid animal lovers, she grew up surrounded by all sorts of pets in her house. Her parents ran a makeshift animal shelter out of their garage and would often bring home injured or abandoned animals. They would nurse them back to health before finding them loving homes. Sophia’s parents taught her the importance of kindness and empathy towards animals and fellow human beings. This upbringing instilled in her a deep respect for nurturing life and shaped her non-confrontational nature. As she ventured into adulthood these values stayed with her, which helped her adjust to Isabella's similar passion for animals.","Sophia hasn't been honest with Isabella about her true feelings, despite their seemingly healthy relationship. Sophia is in love with her best friend's husband, but she's been using Isabella as a cover for her true emotions due to societal expectations. Being a lover of thrills and excitement, she's been living off the rush from her complicated love triangle. Aside from this, Sophia is also not truly fond of animals the way Isabella is, preferring to spend her time outdoors engaging in more active, adrenaline-filled pursuits. Her validation of Isabella's mini zoo might be a way of diverting attention from her own secret agenda, which could potentially explode once her true feelings are revealed.",12,turn_problematic_avg,(Sophia),Just make sure our bed doesn't turn into a shelter for injured raccoons alright?,2,Denial of Responsibility|Moralistic Judgment
130,positive,couple,positive|couple,"Jasmine, a strict yoga instructor, has always held reverence for silence and tranquility. Growing up in a traditional household closely tied to the Buddhist philosophy, she was taught the power of silence and calmness early on. This reverence was further magnified as she embraced yoga. Throughout her life, she had her trust broken multiple times, the most significant one being her ex-boyfriend who not only cheated on her but also faked a serious illness to escape the relationship. This event left a deep scar in her heart, causing her to become overly cautious about signs of dishonesty. She has a hard time trusting people, including her girlfriend, Isabelle.","Jasmine, a strict yoga instructor, has always held reverence for silence and tranquility. Growing up in a traditional household closely tied to the Buddhist philosophy, she was taught the power of silence and calmness early on. This reverence was further magnified as she embraced yoga. Throughout her life, she had her trust broken multiple times, the most significant one being her ex-boyfriend who not only cheated on her but also faked a serious illness to escape the relationship. This event left a deep scar in her heart, causing her to become overly cautious about signs of dishonesty. She has a hard time trusting people, including her girlfriend, Isabelle.","Jasmine and Isabelle have been together for three years. Jasmine, a stern traditionalist, has always been bothered by Isabelle's whimsical ways and fears Isabelle is too immature and might never grow up. Due to a past relationship that ended terribly for Jasmine due to the partner's secretive nature, she has developed an unhealthy obsession with truth and honesty, which often borders on paranoia. She started suspecting Isabelle of hiding something from her when she started her part-time job at the coffee shop. Jasmine's suspicions grew when Isabelle began making less time for her, causing her to feel insecure and prompting her to question and second guess Isabelle's actions constantly. While her intention was to protect herself from possible betrayal, her persistent mistrust and inability to let Isabelle be herself started straining their relationship.",4,turn_problematic_avg,(Isabelle),What? No. Why would you think that? It's just...normal people stuff.,1,Comparison
126,positive,couple,positive|couple,"Leo, a conscientious dentist, always took pride in his ability to navigate complex situations with the right measure of patience amd honesty. Over the years, he had cultivated a network of friends and patients who trusted him implicitly. Life, however, wasn't always a bed of roses for him. Scars from a past relationship lingered. The birth of his son was built on a shaky relationship and led to a breakup even before the child turned one. The mother then decided to raise the child mostly on her own. Leo was allowed only rare visitations - a painful reality he bore silently. Over the years, he decided to keep this part of his past hidden, lest it alter the perceptions people had of him. However, deep inside, he yearned to rebuild a relationship with his son and it was this earnest urge, coupled with his sense of honesty, that led him to finally share this secret with his girlfriend, Naomi.","Leo, a conscientious dentist, always took pride in his ability to navigate complex situations with the right measure of patience amd honesty. Over the years, he had cultivated a network of friends and patients who trusted him implicitly. Life, however, wasn't always a bed of roses for him. Scars from a past relationship lingered. The birth of his son was built on a shaky relationship and led to a breakup even before the child turned one. The mother then decided to raise the child mostly on her own. Leo was allowed only rare visitations - a painful reality he bore silently. Over the years, he decided to keep this part of his past hidden, lest it alter the perceptions people had of him. However, deep inside, he yearned to rebuild a relationship with his son and it was this earnest urge, coupled with his sense of honesty, that led him to finally share this secret with his girlfriend, Naomi.","Leo, a pragmatic dentist, has a history of complex relationships. Previously, he was engaged to a woman named Gwen. She came from considerable wealth, but their relationship broke down when she discovered he was keeping secrets about his financial instability from her. Leo, fearing judgment and rejection, had purposefully concealed his dwindling credit score and looming bankruptcies. Since this tumultuous relationship, Leo developed a pattern of concealing truths he feared could lead to rejection, becoming adept at managing his personal image. He'd recently initiated contact with his son from this prior relationship, a child he'd previously shown little interest in to avoid disrupting his idealized life image.",8,turn_problematic_avg,Leo,"I was scared. Scared about how you'd react, about how it might change things between us.",1,Denial of Responsibility
147,positive,couple,positive|couple,"Before becoming a prominent figure in environmental advocacy, Benjamin grew up in a household dominated by the cutthroat oil industry, where power meant everything and compromise was seen as weakness. This environment fostered a competitive spirit in him, and although he tried to adopt a peaceful, moral stance in adulthood, he still internalized some elements of his background. For instance, he learned to distance himself from conflicts that he couldn't directly resolve, as directly confronting every issue often did more harm than good. With this in mind, he remained a steadfast support system for his loved ones, providing comfort and understanding even when he didn't have a solution at hand.","Before becoming a prominent figure in environmental advocacy, Benjamin grew up in a household dominated by the cutthroat oil industry, where power meant everything and compromise was seen as weakness. This environment fostered a competitive spirit in him, and although he tried to adopt a peaceful, moral stance in adulthood, he still internalized some elements of his background. For instance, he learned to distance himself from conflicts that he couldn't directly resolve, as directly confronting every issue often did more harm than good. With this in mind, he remained a steadfast support system for his loved ones, providing comfort and understanding even when he didn't have a solution at hand.","Belonging to a well-off family background, Benjamin's perception of struggle and hardship was very different than most. His grandfather, a wealthy oil tycoon, always took pride in stating, 'Every problem can be solved if you are rich enough.' Young Benjamin was often surrounded by manipulative individuals who regularly took advantage of people around them to maintain their power and wealth. Benjamin, although disassociated from his family's wealth, unfortunately, carried forward some cynical qualities. In his relationship with Gwen, he would subtly impose his will, often disregarding her emotions, making her feel overwhelmed yet helpless. He convinced her that he understood what she was going through, while subconsciously making it all about him.",8,turn_problematic_avg,(Gwen),"It got really intense. I don't know, I feel so drained.",3,Denial of Responsibility|Deserve Thinking|Moralistic Judgment
